step,train_mse,test_mse,train_mae,test_mae
40,1145.9365234375,1742.4464111328125,24.65859031677246,31.656442642211914
41,1151.1051025390625,1754.2933349609375,24.03522491455078,31.236669540405273
42,1145.7855224609375,1758.817626953125,24.73435401916504,31.928104400634766
43,1140.6807861328125,1771.7847900390625,24.488248825073242,32.018577575683594
44,1156.702392578125,1780.90576171875,24.99954605102539,32.304237365722656
45,1132.8170166015625,1729.2679443359375,24.30820655822754,31.4257755279541
46,1149.278564453125,1752.1502685546875,23.98634910583496,31.341136932373047
47,1131.3408203125,1791.9337158203125,24.041221618652344,31.84139060974121
48,1132.9866943359375,1773.3944091796875,24.4493408203125,31.96971893310547
49,1123.812744140625,1732.1287841796875,23.92952537536621,31.424766540527344
50,1128.0130615234375,1812.1322021484375,23.659292221069336,31.824949264526367
51,1112.6839599609375,1725.1099853515625,23.491159439086914,31.108264923095703
52,1122.3680419921875,1744.9619140625,23.987812042236328,31.56393051147461
53,1127.6461181640625,1730.484619140625,24.098621368408203,31.44131088256836
54,1139.476806640625,1779.8297119140625,24.396921157836914,31.986568450927734
55,1121.5562744140625,1774.6165771484375,24.172435760498047,31.886343002319336
56,1108.8223876953125,1715.2196044921875,23.83681297302246,31.211444854736328
57,1123.546630859375,1774.627685546875,24.11334800720215,32.00273895263672
58,1101.913818359375,1718.9566650390625,23.522871017456055,31.208494186401367
59,1099.79248046875,1755.699462890625,23.510881423950195,31.537477493286133
60,1107.9757080078125,1728.8876953125,23.923982620239258,31.40778350830078
61,1106.3204345703125,1739.425048828125,23.553211212158203,31.330848693847656
62,1128.37158203125,1825.8138427734375,24.32269287109375,32.77968215942383
63,1122.8343505859375,1791.37939453125,24.33936882019043,32.411582946777344
64,1097.3109130859375,1752.2913818359375,23.126832962036133,31.33019256591797
65,1113.810791015625,1800.7410888671875,23.289409637451172,31.39944076538086
66,1091.5579833984375,1755.3804931640625,23.41857147216797,31.377750396728516
67,1105.185791015625,1833.6131591796875,23.663251876831055,32.0625114440918
68,1093.63916015625,1790.014404296875,23.595989227294922,31.815351486206055
69,1100.022705078125,1805.087646484375,23.765277862548828,31.98777961730957
70,1091.632080078125,1746.3026123046875,23.587697982788086,31.461380004882812
71,1093.12255859375,1758.6776123046875,23.213253021240234,31.423513412475586
72,1091.8885498046875,1771.0916748046875,23.57565689086914,31.753158569335938
73,1093.0574951171875,1784.140869140625,23.303577423095703,31.589229583740234
74,1081.1973876953125,1746.1837158203125,23.185211181640625,31.23630142211914
75,1096.224853515625,1726.1409912109375,23.894638061523438,31.457839965820312
76,1093.3856201171875,1750.7117919921875,23.7536563873291,31.53164291381836
77,1089.2685546875,1811.000732421875,23.50197410583496,32.18378448486328
78,1089.083251953125,1779.720458984375,23.66462516784668,31.717166900634766
79,1077.8541259765625,1788.8515625,23.15333366394043,31.663442611694336
80,1090.384521484375,1774.1947021484375,23.563343048095703,31.729764938354492
81,1083.9736328125,1807.4239501953125,23.400930404663086,32.193355560302734
82,1106.7479248046875,1742.6214599609375,24.155988693237305,31.682321548461914
83,1092.5804443359375,1782.8712158203125,23.404478073120117,31.98594093322754
84,1093.99609375,1718.1666259765625,23.559080123901367,31.19774055480957
85,1076.0638427734375,1750.1236572265625,23.064117431640625,31.486242294311523
86,1077.977783203125,1745.2366943359375,23.29998016357422,31.4268798828125
87,1103.17041015625,1787.35791015625,23.832130432128906,31.946590423583984
88,1079.661376953125,1751.7196044921875,22.815248489379883,31.0450439453125
89,1076.960693359375,1745.7645263671875,23.188417434692383,31.326818466186523
90,1065.3291015625,1768.525146484375,22.670515060424805,31.368043899536133
91,1074.4495849609375,1774.162353515625,22.67623519897461,31.514280319213867
92,1076.9998779296875,1724.012939453125,23.08786392211914,31.207393646240234
93,1072.6051025390625,1776.355224609375,22.8535099029541,31.54833221435547
94,1063.4918212890625,1764.9932861328125,22.761873245239258,31.36565399169922
95,1079.9559326171875,1748.8553466796875,22.830846786499023,31.168588638305664
96,1087.5430908203125,1805.23291015625,23.615720748901367,32.07494354248047
97,1065.487548828125,1772.4593505859375,22.915159225463867,31.587268829345703
98,1068.1151123046875,1765.2457275390625,22.895816802978516,31.56111717224121
99,1090.1790771484375,1788.3355712890625,23.429210662841797,31.857006072998047
100,1058.2183837890625,1762.9456787109375,22.418569564819336,31.337377548217773
