train_size,train_r2,test_r2,train_mae,test_mae,train_mse,test_mse
293,0.6983462113817049,0.2828842642388014,18.085185810050866,35.44610459947847,840.8307888199068,2193.489027023297
362,0.653890989244546,0.28358038023965326,20.571051861521948,34.844372953612954,974.2628064331864,2191.3597712654614
431,0.6474674338482274,0.3390889977202751,20.633703513134382,33.735787133805744,987.2710599642127,2021.5719151675396
499,0.6691206446514562,0.3409224879213677,20.20363705233725,33.61166598709555,927.2212648770127,2015.9636981996296
568,0.6658140951328899,0.3610164758663371,20.471456884330426,33.099801903500584,947.8445951809367,1954.5008967737992
637,0.6727506163763775,0.3842956004113768,20.77892685379675,32.56573863028829,970.8323347001527,1883.2955087145735
706,0.6738262906922352,0.37865007907243364,20.728185991579007,32.789896325700276,965.1513140204171,1900.5638358356523
775,0.6546443316289021,0.3872162488927575,21.453137558924766,32.50697926140874,1018.2470529380035,1874.361929270942
844,0.6481828425349794,0.40290682982583637,21.850832894605485,32.17171606178493,1044.0960315317313,1826.3681182471234
913,0.651398419368957,0.41578732585148104,22.370352268542803,32.13212498263584,1057.2441427094345,1786.9696985974992
982,0.6468154006605658,0.41105517507205835,22.53153975810878,32.06065446092783,1051.0037733240401,1801.4442391650207
1051,0.6473921735909052,0.4183832141232867,22.494475649802826,31.70228374460356,1059.302318138691,1779.02948454887
1120,0.645620260313148,0.44745013946464063,22.80505414604289,31.21851495883504,1061.8958559194234,1690.1205698422534
1188,0.6406000350111487,0.47930993746734785,22.878698191711997,30.45305654619561,1074.8096930026402,1592.6689119896516
1257,0.6362323453387795,0.48217713266017703,23.113895720362,30.401260296972723,1080.7041916633261,1583.8988336324546
1326,0.6334162165870036,0.48693028851839415,23.265979936726584,30.146543821428644,1079.5118591554033,1569.3600434500527
1395,0.6368939543454739,0.49562293318145445,23.202186316155192,30.027201382788153,1075.2038008605853,1542.7712799724304
1464,0.6411434798391806,0.5004545033893901,22.947313388638158,29.693768869410448,1057.7737833575557,1527.9926386654595
