train_size,train_r2,test_r2,train_mae,test_mae,train_mse,test_mse
811,0.029015862814294247,0.00235020431029187,44.28163419730567,44.0911295030716,3062.894688065614,2997.806432786578
982,0.02769400250279863,0.006939920977006242,44.75082614005219,43.9950146388162,3105.5064455889383,2984.0149378074893
1153,0.024773806611038895,0.014155459924916514,44.275101733906624,43.91301288713728,3040.9942478285457,2962.3331922014436
1324,0.02439222093494231,0.014284766659417691,44.06295496165572,43.902158873008396,3022.7919572490778,2961.944642469699
1495,0.0245839422114581,0.017559465734480417,43.91619645563336,43.80266682757298,2996.216259997096,2952.10460241248
1666,0.021316165056242453,0.017573916215682384,44.35643145493671,43.78999652821207,3060.9054991697426,2952.0611806168845
1836,0.02314102092055248,0.0198433959575518,43.784874622120576,43.7114424856402,2995.0083047023986,2945.2416924571626
2007,0.02486194395669894,0.01928069089944784,44.12752364352026,43.70822125755272,3015.2946788016707,2946.932547154105
2178,0.02439119608924689,0.018583679034146483,43.91225566398123,43.76410996250096,2995.0525532210568,2949.026976143673
2349,0.024952648555384593,0.018993414774232664,43.50186719028023,43.749575348050726,2957.967816235614,2947.7957741300206
2520,0.022704599380116486,0.01992816498978578,43.406987052251424,43.76590667664476,2937.622667165715,2944.9869726634734
2690,0.02254722631935302,0.02035434636052791,43.38823672984524,43.75073614501953,2939.0405102436107,2943.7063536925034
2861,0.024080181330602968,0.02058192660752678,43.28080950718666,43.750072966476964,2921.8644419300417,2943.0225049798833
3032,0.023537390697315308,0.019748301743411023,43.202652935742705,43.74521135091546,2907.1510983826465,2945.527438064593
3203,0.024148667050938655,0.017820908851226003,43.53129625142384,43.79966365209119,2948.611175311266,2951.319000229656
3374,0.023914056092125158,0.018301487772030334,43.47726710759894,43.77827471142097,2940.241723084054,2949.8749237746983
3545,0.025897192756362597,0.01901560990425133,43.60531742916994,43.79299170072208,2952.990151331021,2947.729080683248
3715,0.027670461802375423,0.01950468492506474,43.6419441572885,43.771879306436176,2957.2672978557684,2946.2594745651054
3886,0.02695047199360001,0.019054177324315358,43.80049095134176,43.79561193997989,2976.0657205640105,2947.613190658047
4057,0.026706572634639936,0.019823794151298646,43.75215144781047,43.77971520875827,2971.370383141662,2945.300593307074
