step,loss,val_loss,mae,val_mae,mse,val_mse,train_mse,test_mse
63,1136.838134765625,1926.4383544921875,25.48252296447754,32.9957389831543,1135.6519775390625,1925.2467041015625,1136.838134765625,1926.4383544921875
64,1123.8914794921875,2014.6220703125,25.470401763916016,33.41497039794922,1122.6951904296875,2013.4217529296875,1123.8914794921875,2014.6220703125
65,1099.3238525390625,1968.2158203125,25.109676361083984,33.40420913696289,1098.1187744140625,1967.006103515625,1099.3238525390625,1968.2158203125
66,1128.94970703125,1935.23583984375,25.39459228515625,33.30036163330078,1127.73583984375,1934.01708984375,1128.94970703125,1935.23583984375
67,1126.2000732421875,2041.0908203125,25.606264114379883,34.20967102050781,1124.9755859375,2039.861328125,1126.2000732421875,2041.0908203125
68,1130.7684326171875,1986.3583984375,25.58222007751465,34.08524703979492,1129.5347900390625,1985.120361328125,1130.7684326171875,1986.3583984375
69,1061.0648193359375,1891.9185791015625,24.70548439025879,33.308738708496094,1059.8218994140625,1890.6722412109375,1061.0648193359375,1891.9185791015625
70,1036.040771484375,1965.0035400390625,24.524921417236328,34.07552719116211,1034.7904052734375,1963.75,1036.040771484375,1965.0035400390625
71,984.6804809570312,1877.491455078125,23.919342041015625,33.112770080566406,983.4229736328125,1876.2305908203125,984.6804809570312,1877.491455078125
72,1117.0048828125,1916.763671875,25.278928756713867,33.473663330078125,1115.7401123046875,1915.4952392578125,1117.0048828125,1916.763671875
73,1094.6993408203125,1882.087890625,24.82176971435547,32.753562927246094,1093.4271240234375,1880.8115234375,1094.6993408203125,1882.087890625
74,1072.1661376953125,1918.1441650390625,24.67143440246582,33.352684020996094,1070.8843994140625,1916.85791015625,1072.1661376953125,1918.1441650390625
75,993.4661254882812,2141.760986328125,23.949905395507812,35.515933990478516,992.1765747070312,2140.467529296875,993.4661254882812,2141.760986328125
76,1075.55859375,2015.389892578125,24.885784149169922,34.16253662109375,1074.260986328125,2014.0872802734375,1075.55859375,2015.389892578125
77,1015.9081420898438,2085.072998046875,24.125587463378906,34.59086990356445,1014.602294921875,2083.763427734375,1015.9081420898438,2085.072998046875
78,1055.7225341796875,1899.7083740234375,24.674659729003906,33.40217971801758,1054.408935546875,1898.3896484375,1055.7225341796875,1899.7083740234375
79,1021.08740234375,1916.334228515625,24.365102767944336,33.665000915527344,1019.763671875,1915.0059814453125,1021.08740234375,1916.334228515625
80,1014.2530517578125,1914.018310546875,24.241893768310547,33.42845916748047,1012.9205932617188,1912.681884765625,1014.2530517578125,1914.018310546875
81,1016.8381958007812,2027.300048828125,24.03860092163086,34.00477600097656,1015.4982299804688,2025.9552001953125,1016.8381958007812,2027.300048828125
82,992.1962890625,1962.0703125,23.870986938476562,33.288665771484375,990.8492431640625,1960.7218017578125,992.1962890625,1962.0703125
83,977.3779296875,1969.70947265625,23.329050064086914,33.35627365112305,976.028076171875,1968.3583984375,977.3779296875,1969.70947265625
84,1015.4131469726562,1917.939697265625,23.957677841186523,33.002685546875,1014.0606079101562,1916.5860595703125,1015.4131469726562,1917.939697265625
85,934.4382934570312,1961.314697265625,23.2698974609375,33.74688720703125,933.0825805664062,1959.9580078125,934.4382934570312,1961.314697265625
86,937.6204833984375,1949.77734375,22.965900421142578,33.39594650268555,936.2623901367188,1948.41748046875,937.6204833984375,1949.77734375
87,944.4193115234375,1930.9495849609375,23.255252838134766,33.38306427001953,943.0584106445312,1929.587890625,944.4193115234375,1930.9495849609375
88,936.9931640625,1937.1678466796875,23.0393123626709,33.521053314208984,935.6297607421875,1935.8031005859375,936.9931640625,1937.1678466796875
89,1029.4044189453125,1938.156982421875,24.10880470275879,33.338008880615234,1028.0382080078125,1936.7896728515625,1029.4044189453125,1938.156982421875
90,914.8782348632812,1947.991455078125,22.76656150817871,33.31653594970703,913.5095825195312,1946.6219482421875,914.8782348632812,1947.991455078125
91,942.7854614257812,1942.8277587890625,23.186321258544922,33.469642639160156,941.4143676757812,1941.4560546875,942.7854614257812,1942.8277587890625
92,897.5840454101562,1959.85693359375,22.6354923248291,33.7617073059082,896.21044921875,1958.4822998046875,897.5840454101562,1959.85693359375
93,953.4527587890625,1928.3509521484375,23.20029067993164,33.49851608276367,952.0767822265625,1926.9735107421875,953.4527587890625,1928.3509521484375
94,906.5733642578125,1929.550048828125,22.792587280273438,33.51893615722656,905.19482421875,1928.170654296875,906.5733642578125,1929.550048828125
95,877.3695068359375,1952.976806640625,22.49607276916504,33.48295593261719,875.989013671875,1951.5947265625,877.3695068359375,1952.976806640625
96,914.3645629882812,1964.882568359375,22.67731475830078,33.3087043762207,912.9818725585938,1963.4984130859375,914.3645629882812,1964.882568359375
97,907.3590087890625,1893.76416015625,22.901506423950195,32.98649978637695,905.9736938476562,1892.3779296875,907.3590087890625,1893.76416015625
98,984.8878173828125,1941.7882080078125,23.49516487121582,33.564476013183594,983.5006103515625,1940.39990234375,984.8878173828125,1941.7882080078125
99,933.3486328125,1983.5435791015625,23.264095306396484,33.920528411865234,931.9589233398438,1982.1527099609375,933.3486328125,1983.5435791015625
100,918.0079956054688,2006.642578125,22.61683464050293,33.951866149902344,916.6160278320312,2005.24951171875,918.0079956054688,2006.642578125
101,902.5270385742188,2011.796142578125,22.455698013305664,33.898311614990234,901.1325073242188,2010.39990234375,902.5270385742188,2011.796142578125
102,897.2174682617188,1920.883544921875,22.27789878845215,33.074832916259766,895.8203735351562,1919.4849853515625,897.2174682617188,1920.883544921875
103,864.96923828125,1908.0472412109375,21.992521286010742,33.40595626831055,863.569091796875,1906.6456298828125,864.96923828125,1908.0472412109375
104,906.2471923828125,1907.8746337890625,22.857078552246094,33.02071762084961,904.8444213867188,1906.471435546875,906.2471923828125,1907.8746337890625
105,874.6515502929688,1963.21630859375,22.426786422729492,33.62855529785156,873.2469482421875,1961.8104248046875,874.6515502929688,1963.21630859375
106,951.9572143554688,1884.94384765625,23.31501007080078,33.0211296081543,950.5499267578125,1883.5355224609375,951.9572143554688,1884.94384765625
107,953.7783203125,1913.7457275390625,22.881803512573242,33.26478576660156,952.36865234375,1912.3348388671875,953.7783203125,1913.7457275390625
108,866.0370483398438,1851.0474853515625,22.624282836914062,32.87245559692383,864.625,1849.63427734375,866.0370483398438,1851.0474853515625
109,879.7352294921875,1865.0697021484375,22.342498779296875,32.922157287597656,878.3201904296875,1863.6533203125,879.7352294921875,1865.0697021484375
110,915.6012573242188,1890.8218994140625,22.856643676757812,33.48035430908203,914.18359375,1889.40283203125,915.6012573242188,1890.8218994140625
111,914.0145874023438,1875.6700439453125,22.48625946044922,33.13844680786133,912.5941772460938,1874.2486572265625,914.0145874023438,1875.6700439453125
112,947.5400390625,1880.901123046875,23.13285255432129,33.08845520019531,946.1171264648438,1879.477294921875,947.5400390625,1880.901123046875
113,893.4732666015625,1924.9620361328125,22.32782554626465,33.437686920166016,892.0479736328125,1923.5355224609375,893.4732666015625,1924.9620361328125
114,879.5975341796875,1941.0819091796875,22.314355850219727,33.54589080810547,878.1705932617188,1939.6546630859375,879.5975341796875,1941.0819091796875
115,942.3931884765625,1899.9737548828125,23.041582107543945,33.11688995361328,940.9655151367188,1898.54541015625,942.3931884765625,1899.9737548828125
116,863.3379516601562,1928.4671630859375,22.137332916259766,33.422576904296875,861.9094848632812,1927.0382080078125,863.3379516601562,1928.4671630859375
117,854.092529296875,1919.165283203125,22.062318801879883,33.2782096862793,852.6632690429688,1917.735595703125,854.092529296875,1919.165283203125
118,853.3101196289062,1919.0628662109375,21.985185623168945,33.118072509765625,851.8798828125,1917.6322021484375,853.3101196289062,1919.0628662109375
119,897.32763671875,1916.3770751953125,22.534500122070312,33.30794143676758,895.8964233398438,1914.945556640625,897.32763671875,1916.3770751953125
120,836.1181030273438,1894.511962890625,21.56023406982422,33.03275680541992,834.686279296875,1893.0797119140625,836.1181030273438,1894.511962890625
121,873.6029052734375,1907.6942138671875,22.428691864013672,33.0550537109375,872.1705322265625,1906.2611083984375,873.6029052734375,1907.6942138671875
122,921.7801513671875,1904.2430419921875,22.418163299560547,33.141510009765625,920.3467407226562,1902.8089599609375,921.7801513671875,1904.2430419921875
123,851.6438598632812,1898.68505859375,22.03807258605957,33.210018157958984,850.2091064453125,1897.25,851.6438598632812,1898.68505859375
124,832.0679931640625,1909.8070068359375,21.494897842407227,33.21518325805664,830.6326904296875,1908.3714599609375,832.0679931640625,1909.8070068359375
125,883.9298095703125,1900.33447265625,22.351951599121094,33.01432418823242,882.4931030273438,1898.8975830078125,883.9298095703125,1900.33447265625
126,888.6688842773438,1886.146728515625,21.95867156982422,33.04990768432617,887.2313842773438,1884.7088623046875,888.6688842773438,1886.146728515625
127,841.1055297851562,1915.865478515625,21.57994270324707,33.394832611083984,839.6669921875,1914.4271240234375,841.1055297851562,1915.865478515625
128,850.7830200195312,1906.44189453125,21.714799880981445,33.28025436401367,849.343994140625,1905.00244140625,850.7830200195312,1906.44189453125
129,864.1084594726562,1901.7962646484375,21.96442413330078,33.26533508300781,862.668212890625,1900.355712890625,864.1084594726562,1901.7962646484375
130,853.2245483398438,1899.92724609375,21.727750778198242,33.20954513549805,851.7838134765625,1898.4862060546875,853.2245483398438,1899.92724609375
131,839.6585693359375,1890.0718994140625,21.94542121887207,33.022377014160156,838.217041015625,1888.6302490234375,839.6585693359375,1890.0718994140625
132,886.9771118164062,1882.2525634765625,21.96915626525879,33.07008743286133,885.5348510742188,1880.809814453125,886.9771118164062,1882.2525634765625
133,831.6013793945312,1883.7265625,21.348840713500977,32.993892669677734,830.1583251953125,1882.2833251953125,831.6013793945312,1883.7265625
134,871.9970703125,1898.62060546875,22.287723541259766,33.337188720703125,870.5530395507812,1897.17626953125,871.9970703125,1898.62060546875
135,813.3341064453125,1888.8759765625,21.388029098510742,33.0797119140625,811.8892822265625,1887.4307861328125,813.3341064453125,1888.8759765625
136,835.308837890625,1881.64208984375,21.658212661743164,32.934326171875,833.8632202148438,1880.1964111328125,835.308837890625,1881.64208984375
137,859.4567260742188,1915.6796875,21.70546531677246,33.26568603515625,858.0107421875,1914.23291015625,859.4567260742188,1915.6796875
138,895.9293823242188,1888.822265625,22.463855743408203,32.90925216674805,894.4818115234375,1887.3741455078125,895.9293823242188,1888.822265625
139,812.9735107421875,1941.799560546875,21.652673721313477,33.46759796142578,811.5253295898438,1940.3507080078125,812.9735107421875,1941.799560546875
140,839.2326049804688,1919.0655517578125,21.597063064575195,33.159934997558594,837.783447265625,1917.616455078125,839.2326049804688,1919.0655517578125
141,882.5250854492188,1920.078857421875,22.019472122192383,33.2308464050293,881.0753784179688,1918.6285400390625,882.5250854492188,1920.078857421875
142,870.1865844726562,1877.198486328125,21.912635803222656,32.83417892456055,868.73583984375,1875.7474365234375,870.1865844726562,1877.198486328125
143,863.4122924804688,1901.86376953125,21.910362243652344,33.07692337036133,861.9608764648438,1900.411865234375,863.4122924804688,1901.86376953125
144,787.5475463867188,1887.1412353515625,21.108644485473633,32.781612396240234,786.09521484375,1885.688232421875,787.5475463867188,1887.1412353515625
145,813.9039306640625,1891.6546630859375,21.378278732299805,32.962547302246094,812.4503784179688,1890.2008056640625,813.9039306640625,1891.6546630859375
146,856.8043823242188,1866.7734375,22.076200485229492,32.851898193359375,855.350341796875,1865.3189697265625,856.8043823242188,1866.7734375
147,889.128662109375,1865.584228515625,22.109310150146484,32.79824447631836,887.673828125,1864.1287841796875,889.128662109375,1865.584228515625
148,839.0931396484375,1873.8013916015625,21.62614631652832,32.78395462036133,837.6371459960938,1872.344970703125,839.0931396484375,1873.8013916015625
149,874.2037353515625,1877.942626953125,22.01486587524414,32.75981140136719,872.7470092773438,1876.48583984375,874.2037353515625,1877.942626953125
150,850.1296997070312,1885.7744140625,21.609724044799805,32.82069778442383,848.6723022460938,1884.316650390625,850.1296997070312,1885.7744140625
151,826.47021484375,1885.318115234375,21.591333389282227,32.792415618896484,825.0117797851562,1883.8594970703125,826.47021484375,1885.318115234375
152,887.7445068359375,1916.6060791015625,22.24030303955078,33.17905807495117,886.2854614257812,1915.14599609375,887.7445068359375,1916.6060791015625
153,875.9105224609375,1911.9879150390625,22.211498260498047,33.19420623779297,874.4503784179688,1910.527099609375,875.9105224609375,1911.9879150390625
154,839.9015502929688,1915.5592041015625,21.792749404907227,33.14837646484375,838.4403076171875,1914.0980224609375,839.9015502929688,1915.5592041015625
155,829.6333618164062,1886.140869140625,21.858945846557617,32.895450592041016,828.171630859375,1884.6790771484375,829.6333618164062,1886.140869140625
156,880.5018920898438,1901.8978271484375,21.936443328857422,33.06196975708008,879.0401000976562,1900.4354248046875,880.5018920898438,1901.8978271484375
157,834.0824584960938,1901.897705078125,21.666582107543945,33.04473876953125,832.6200561523438,1900.43505859375,834.0824584960938,1901.897705078125
158,795.7109985351562,1898.5916748046875,21.183109283447266,33.09345626831055,794.2482299804688,1897.1287841796875,795.7109985351562,1898.5916748046875
159,870.8653564453125,1905.627685546875,22.23973846435547,33.19892883300781,869.4022216796875,1904.1644287109375,870.8653564453125,1905.627685546875
160,837.6493530273438,1908.17626953125,21.59368896484375,33.08518600463867,836.1861572265625,1906.71240234375,837.6493530273438,1908.17626953125
161,752.68408203125,1906.6566162109375,20.485355377197266,33.063072204589844,751.2205200195312,1905.1927490234375,752.68408203125,1906.6566162109375
162,815.2955322265625,1913.414306640625,21.242904663085938,33.154056549072266,813.831787109375,1911.950439453125,815.2955322265625,1913.414306640625
163,897.9468994140625,1916.546142578125,22.267501831054688,33.21818923950195,896.4826049804688,1915.0814208984375,897.9468994140625,1916.546142578125
164,859.6600341796875,1921.1669921875,21.906673431396484,33.28137969970703,858.1951293945312,1919.701904296875,859.6600341796875,1921.1669921875
165,845.8760986328125,1897.245361328125,21.955039978027344,32.98806381225586,844.4109497070312,1895.7796630859375,845.8760986328125,1897.245361328125
166,858.1044921875,1893.000732421875,21.674137115478516,32.93833923339844,856.6390991210938,1891.53466796875,858.1044921875,1893.000732421875
167,790.3966064453125,1892.169921875,21.093948364257812,32.93916320800781,788.9307250976562,1890.7041015625,790.3966064453125,1892.169921875
168,808.3453979492188,1909.2890625,21.322895050048828,33.200401306152344,806.8792114257812,1907.8228759765625,808.3453979492188,1909.2890625
169,783.3419799804688,1892.4991455078125,21.105865478515625,33.02960968017578,781.8754272460938,1891.032470703125,783.3419799804688,1892.4991455078125
170,816.5655517578125,1884.0830078125,21.194360733032227,32.98063278198242,815.0986328125,1882.615966796875,816.5655517578125,1884.0830078125
171,752.510986328125,1906.0821533203125,20.577617645263672,33.175315856933594,751.0438842773438,1904.6143798828125,752.510986328125,1906.0821533203125
172,809.1026000976562,1906.779052734375,21.581586837768555,33.19206619262695,807.63525390625,1905.311279296875,809.1026000976562,1906.779052734375
173,770.6642456054688,1901.1265869140625,20.774330139160156,33.0889778137207,769.1966552734375,1899.6588134765625,770.6642456054688,1901.1265869140625
174,805.8226318359375,1888.5889892578125,21.066913604736328,32.851837158203125,804.3546752929688,1887.12109375,805.8226318359375,1888.5889892578125
175,833.7274780273438,1883.912353515625,21.385709762573242,32.859466552734375,832.2593994140625,1882.44384765625,833.7274780273438,1883.912353515625
176,799.9976806640625,1891.0394287109375,20.972639083862305,32.97556686401367,798.5291137695312,1889.570556640625,799.9976806640625,1891.0394287109375
177,778.6500854492188,1885.606689453125,20.620447158813477,32.86366653442383,777.18115234375,1884.1376953125,778.6500854492188,1885.606689453125
178,840.6459350585938,1893.25341796875,21.729751586914062,32.98969650268555,839.1763916015625,1891.7841796875,840.6459350585938,1893.25341796875
179,769.3043212890625,1887.56201171875,20.672237396240234,32.961448669433594,767.834716796875,1886.092041015625,769.3043212890625,1887.56201171875
180,840.119384765625,1899.828369140625,21.68056869506836,32.94068145751953,838.6494140625,1898.358642578125,840.119384765625,1899.828369140625
181,768.6609497070312,1885.1456298828125,20.899831771850586,32.7015266418457,767.19091796875,1883.6751708984375,768.6609497070312,1885.1456298828125
182,852.7786865234375,1890.320556640625,21.827186584472656,32.827091217041016,851.3082275390625,1888.8505859375,852.7786865234375,1890.320556640625
183,793.8443603515625,1883.8980712890625,21.032560348510742,32.81776428222656,792.3739013671875,1882.4276123046875,793.8443603515625,1883.8980712890625
184,800.9497680664062,1874.234130859375,21.09092140197754,32.72353744506836,799.4791870117188,1872.76318359375,800.9497680664062,1874.234130859375
185,842.2128295898438,1880.358154296875,21.647457122802734,32.801395416259766,840.7420043945312,1878.887451171875,842.2128295898438,1880.358154296875
186,819.2275390625,1877.051513671875,21.474252700805664,32.772178649902344,817.7564697265625,1875.5804443359375,819.2275390625,1877.051513671875
187,802.4713745117188,1878.893798828125,20.87911605834961,32.77172088623047,801.0003662109375,1877.4224853515625,802.4713745117188,1878.893798828125
188,856.9685668945312,1887.2967529296875,21.40913963317871,32.87664031982422,855.4971923828125,1885.8253173828125,856.9685668945312,1887.2967529296875
189,829.193115234375,1890.259521484375,21.31972885131836,32.96078109741211,827.7215576171875,1888.7877197265625,829.193115234375,1890.259521484375
190,787.5186157226562,1878.3111572265625,21.36553192138672,32.7783317565918,786.0466918945312,1876.8394775390625,787.5186157226562,1878.3111572265625
191,823.9713134765625,1883.8975830078125,21.59458351135254,32.85820770263672,822.4993896484375,1882.425537109375,823.9713134765625,1883.8975830078125
